id_cliente,ingreso_mensual_fijo,ingreso_mensual_variable,ingreso_mensual,gastos_esenciales_mensuales,gastos_no_escenciales_mensuales,gastos_totales_del_mes,cuotas_mensuales_deuda,ahorro_mensual,ahorro_previo,ahorro_total,ratio_ahorro_neto,ratio_endeudamiento_dti,gastos_esenciales_ratio,gastos_estilo_vida_ratio,meses_supervivencia,frecuencia_transacciones_ocio,perfil_financiero,modalidad_pago_tarjeta
USR_155,2.507.108,0,2.507.108,911.492,827.349,1.738.841,0,768.267,1.043.354,1.811.621,"30,64%","0,00%","36,36%","33,00%","1,987533626",6,Saludable,sin_deuda
USR_156,837.044,0,837.044,455.427,203.776,1.027.910,368.707,-559.573,0,-559.573,"-66,85%","44,05%","54,41%","24,34%","-0,6789830295",11,En Riesgo,total
USR_157,1.237.505,0,1.237.505,438.252,233.633,671.885,0,565.620,0,565.620,"45,71%","0,00%","35,41%","18,88%","1,29062731",10,Saludable,sin_deuda
USR_158,1.486.668,67.171,1.553.839,933.158,149.324,1.594.507,512.025,-552.693,200.355,-352.338,"-35,57%","32,95%","60,05%","9,61%","-0,24380165",9,En Riesgo,total
USR_159,773.061,14.408,787.469,443.173,277.861,804.203,83.169,-99.903,0,-99.903,"-12,69%","10,56%","56,28%","35,29%","-0,1898062476",9,En Riesgo,parcial
USR_160,1.529.252,373.905,1.903.157,1.299.182,199.918,1.499.100,0,404.057,0,404.057,"21,23%","0,00%","68,26%","10,50%","0,3110087732",9,Saludable,sin_deuda
USR_161,789.749,0,789.749,258.709,125.117,383.826,0,405.923,0,405.923,"51,40%","0,00%","32,76%","15,84%","1,569033161",5,Saludable,sin_deuda
USR_162,1.166.907,0,1.166.907,376.703,176.805,668.246,114.738,383.923,0,383.923,"32,90%","9,83%","32,28%","15,15%","0,7812189052",11,Saludable,parcial
USR_163,1.168.777,88.590,1.257.367,519.135,446.359,965.494,0,291.873,176.958,468.831,"23,21%","0,00%","41,29%","35,50%","0,9031003496",7,Saludable,sin_deuda
USR_164,1.243.229,0,1.243.229,503.113,354.875,1.036.093,178.105,29.031,0,29.031,"2,34%","14,33%","40,47%","28,54%","0,04261631372",6,En Observación,total
USR_165,501.745,0,501.745,200.092,164.993,566.445,201.360,-266.060,89.735,-176.325,"-53,03%","40,13%","39,88%","32,88%","-0,4392181382",5,En Riesgo,total
USR_166,1.541.865,0,1.541.865,1.021.488,212.259,2.002.550,768.803,-1.229.488,764.301,-465.187,"-79,74%","49,86%","66,25%","13,77%","-0,2598387636",10,En Riesgo,parcial
USR_167,831.818,0,831.818,332.576,223.514,556.090,0,275.728,65.338,341.066,"33,15%","0,00%","39,98%","26,87%","1,025528",8,Saludable,sin_deuda
USR_168,473.624,0,473.624,193.608,118.459,312.067,0,161.557,0,161.557,"34,11%","0,00%","40,88%","25,01%","0,8344541548",10,Saludable,sin_deuda
USR_169,0,486.900,486.900,121.853,0,121.853,0,365.047,66.107,431.154,"74,97%","0,00%","25,03%","0,00%","3,538312557",9,Saludable,sin_deuda
USR_170,1.160.488,0,1.160.488,556.913,426.051,982.964,0,177.524,0,177.524,"15,30%","0,00%","47,99%","36,71%","0,3187643312",10,Saludable,sin_deuda
USR_171,1.172.574,0,1.172.574,716.072,63.618,1.052.319,272.629,-152.374,1.200.813,1.048.439,"-12,99%","23,25%","61,07%","5,43%","1,060420693",9,En Riesgo,total
USR_172,0,43.086,43.086,269.394,12.319,299.968,18.255,-275.137,105.440,-169.697,"-638,58%","42,37%","625,25%","28,59%","-0,5899446895",9,En Riesgo,total
USR_173,1.193.221,100.833,1.294.054,640.594,88.180,728.774,0,565.280,860.884,1.426.164,"43,68%","0,00%","49,50%","6,81%","2,226314951",11,Saludable,sin_deuda
USR_174,760.478,37.502,797.980,250.123,193.191,443.314,0,354.666,393.323,747.989,"44,45%","0,00%","31,34%","24,21%","2,990484682",10,Saludable,sin_deuda
USR_175,1.205.645,659.334,1.864.979,606.232,280.999,887.231,0,977.748,40.527,1.018.275,"52,43%","0,00%","32,51%","15,07%","1,679678737",7,Saludable,sin_deuda
USR_176,469.262,432.520,901.782,597.498,141.915,1.179.186,439.773,-717.177,1.555.551,838.374,"-79,53%","48,77%","66,26%","15,74%","0,8082497245",9,En Riesgo,total
USR_177,1.202.796,0,1.202.796,427.832,208.728,636.560,0,566.236,141.819,708.055,"47,08%","0,00%","35,57%","17,35%","1,654983732",9,Saludable,sin_deuda
USR_178,754.432,0,754.432,387.000,201.775,910.370,321.595,-477.533,981.791,504.258,"-63,30%","42,63%","51,30%","26,75%","0,7116307623",2,En Riesgo,parcial
USR_179,2.045.257,0,2.045.257,949.896,341.389,1.291.285,0,753.972,92.448,846.420,"36,86%","0,00%","46,44%","16,69%","0,8910659693",11,Saludable,sin_deuda
USR_180,514.291,29.873,544.164,238.854,166.756,428.765,23.155,92.244,961.879,1.054.123,"16,95%","4,26%","43,89%","30,64%","4,023232026",9,Saludable,parcial
USR_181,829.104,125.880,954.984,630.226,182.960,997.306,184.120,-226.442,6.659,-219.783,"-23,71%","19,28%","65,99%","19,16%","-0,2698889661",5,En Riesgo,total
USR_182,509.399,0,509.399,157.266,37.657,194.923,0,314.476,358.495,672.971,"61,73%","0,00%","30,87%","7,39%","4,279189399",2,Saludable,sin_deuda
USR_183,2.029.714,5.180,2.034.894,1.150.765,659.949,1.810.714,0,224.180,733.628,957.808,"11,02%","0,00%","56,55%","32,43%","0,8323228461",6,En Observación,sin_deuda
USR_184,2.000.428,0,2.000.428,1.371.009,300.095,1.900.519,229.415,-129.506,1.365.114,1.235.608,"-6,47%","11,47%","68,54%","15,00%","0,7720504066",6,En Riesgo,parcial
USR_185,837.731,52.934,890.665,466.768,179.441,646.209,0,244.456,0,244.456,"27,45%","0,00%","52,41%","20,15%","0,5237205635",6,Saludable,sin_deuda
USR_186,1.150.302,0,1.150.302,776.142,333.479,1.264.085,154.464,-268.247,856.358,588.111,"-23,32%","13,43%","67,47%","28,99%","0,6319656224",8,En Riesgo,parcial
USR_187,1.532.558,0,1.532.558,491.803,254.956,824.136,77.377,631.045,0,631.045,"41,18%","5,05%","32,09%","16,64%","1,108691451",7,Saludable,total
USR_188,1.150.055,0,1.150.055,537.671,80.280,714.263,96.312,339.480,111.084,450.564,"29,52%","8,37%","46,75%","6,98%","0,710687826",7,Saludable,total
USR_189,1.158.717,0,1.158.717,468.195,209.580,763.100,85.325,310.292,0,310.292,"26,78%","7,36%","40,41%","18,09%","0,5605795635",6,Saludable,total
USR_190,778.699,0,778.699,461.246,296.339,757.585,0,21.114,0,21.114,"2,71%","0,00%","59,23%","38,06%","0,04577600673",8,En Observación,sin_deuda
USR_191,523.686,0,523.686,362.662,143.808,506.470,0,17.216,236.648,253.864,"3,29%","0,00%","69,25%","27,46%","0,7000016544",9,En Observación,sin_deuda
USR_192,2.017.661,57.651,2.075.312,835.546,591.501,2.431.250,1.004.203,-1.360.141,249.877,-1.110.264,"-65,54%","48,39%","40,26%","28,50%","-0,6034866713",8,En Riesgo,parcial
USR_193,1.994.247,0,1.994.247,1.120.108,541.037,1.661.145,0,333.102,0,333.102,"16,70%","0,00%","56,17%","27,13%","0,2973838237",7,Saludable,sin_deuda
USR_194,1.166.748,0,1.166.748,442.476,139.598,744.467,162.393,259.888,87.105,346.993,"22,27%","13,92%","37,92%","11,96%","0,5736663641",12,Saludable,total
USR_195,754.621,136.051,890.672,468.611,174.943,643.554,0,247.118,0,247.118,"27,75%","0,00%","52,61%","19,64%","0,527341441",8,Saludable,sin_deuda
USR_196,765.034,39.206,804.240,390.517,251.590,642.107,0,162.133,0,162.133,"20,16%","0,00%","48,56%","31,28%","0,4151752677",6,Saludable,sin_deuda
USR_197,1.455.126,0,1.455.126,1.002.294,124.385,1.344.499,217.820,-107.193,185.755,78.562,"-7,37%","14,97%","68,88%","8,55%","0,06438906528",9,En Riesgo,parcial
USR_198,1.955.122,0,1.955.122,1.062.435,287.889,1.350.324,0,604.798,349.930,954.728,"30,93%","0,00%","54,34%","14,72%","0,898622504",7,Saludable,sin_deuda
USR_199,1.968.030,0,1.968.030,865.545,288.733,1.281.884,127.606,558.540,0,558.540,"28,38%","6,48%","43,98%","14,67%","0,5623918216",8,Saludable,total
USR_200,1.532.838,0,1.532.838,529.808,308.417,1.034.783,196.558,301.497,672.517,974.014,"19,67%","12,82%","34,56%","20,12%","1,340941068",9,Saludable,parcial
USR_201,1.234.717,193.520,1.428.237,514.878,561.481,1.330.099,253.740,-155.602,0,-155.602,"-10,89%","17,77%","36,05%","39,31%","-0,2024438668",7,En Riesgo,total
USR_202,505.658,0,505.658,197.271,37.230,404.906,170.405,-69.653,84.667,15.014,"-13,77%","33,70%","39,01%","7,36%","0,04083486548",7,En Riesgo,total
USR_203,488.638,0,488.638,195.644,113.142,324.072,15.286,149.280,395.982,545.262,"30,55%","3,13%","40,04%","23,15%","2,58503769",6,Saludable,parcial
USR_204,2.017.067,116.314,2.133.381,1.365.890,240.598,1.831.034,224.546,77.801,45.754,123.555,"3,65%","10,53%","64,02%","11,28%","0,07768624453",7,En Observación,parcial
USR_205,1.238.869,0,1.238.869,649.773,482.833,1.132.606,0,106.263,236.896,343.159,"8,58%","0,00%","52,45%","38,97%","0,5281213593",10,En Observación,sin_deuda
USR_206,0,486.900,486.900,269.184,0,269.184,0,217.716,266.805,484.521,"44,71%","0,00%","55,29%","0,00%","1,799962108",10,Saludable,sin_deuda
USR_207,485.854,0,485.854,168.061,92.925,344.224,83.238,58.392,20.313,78.705,"12,02%","17,13%","34,59%","19,13%","0,313192651",7,En Observación,parcial
USR_208,1.196.271,325.704,1.521.975,980.237,469.164,2.107.396,657.995,-1.243.416,0,-1.243.416,"-81,70%","43,23%","64,41%","30,83%","-0,7589987255",10,En Riesgo,total
USR_209,23.688,0,23.688,197.526,7.026,206.387,1.835,-184.534,1.557.815,1.373.281,"-779,02%","7,75%","833,87%","29,66%","6,888413481",6,En Riesgo,parcial
USR_210,488.518,39.782,528.300,172.790,104.580,277.370,0,250.930,1.535.579,1.786.509,"47,50%","0,00%","32,71%","19,80%","10,33919208",8,Saludable,sin_deuda
USR_211,1.160.267,0,1.160.267,676.591,198.735,1.156.423,281.097,-277.253,0,-277.253,"-23,90%","24,23%","58,31%","17,13%","-0,2895024267",7,En Riesgo,total
USR_212,1.240.825,0,1.240.825,642.022,234.720,1.064.367,187.625,-11.167,0,-11.167,"-0,90%","15,12%","51,74%","18,92%","-0,0134599414",7,En Riesgo,total
USR_213,1.151.062,3.225,1.154.287,384.020,164.482,548.502,0,605.785,98.674,704.459,"52,48%","0,00%","33,27%","14,25%","1,834433102",8,Saludable,sin_deuda
USR_214,800.448,311.559,1.112.007,537.456,135.516,1.119.890,446.918,-454.801,248.969,-205.832,"-40,90%","40,19%","48,33%","12,19%","-0,209099387",9,En Riesgo,total
USR_215,1.545.462,112.915,1.658.377,819.037,363.291,1.296.050,113.722,248.605,0,248.605,"14,99%","6,86%","49,39%","21,91%","0,266526509",9,En Observación,total
USR_216,756.229,419.699,1.175.928,430.754,169.318,941.502,341.430,-107.004,0,-107.004,"-9,10%","29,03%","36,63%","14,40%","-0,1385731898",10,En Riesgo,total
USR_217,806.793,240.506,1.047.299,710.361,157.735,1.132.805,264.709,-350.215,720.937,370.722,"-33,44%","25,28%","67,83%","15,06%","0,3802003959",7,En Riesgo,parcial
USR_218,1.497.915,0,1.497.915,958.651,419.213,1.485.773,107.909,-95.767,57.527,-38.240,"-6,39%","7,20%","64,00%","27,99%","-0,03585358536",4,En Riesgo,total
USR_219,1.154.632,0,1.154.632,655.379,449.138,1.104.517,0,50.115,1.988.483,2.038.598,"4,34%","0,00%","56,76%","38,90%","3,110563506",6,En Observación,sin_deuda
USR_220,1.453.596,218.629,1.672.225,810.892,436.907,1.476.593,228.794,-33.162,240.323,207.161,"-1,98%","13,68%","48,49%","26,13%","0,1992534284",7,En Riesgo,parcial
USR_221,1.156.168,0,1.156.168,537.278,88.959,626.237,0,529.931,0,529.931,"45,84%","0,00%","46,47%","7,69%","0,9863255149",6,Saludable,sin_deuda
USR_222,1.157.561,98.053,1.255.614,703.633,95.997,851.281,51.651,352.682,209.725,562.407,"28,09%","4,11%","56,04%","7,65%","0,7446298346",10,Saludable,total
USR_223,523.794,148.130,671.924,348.173,257.346,759.922,154.403,-242.401,493.986,251.585,"-36,08%","22,98%","51,82%","38,30%","0,5005909554",7,En Riesgo,total
USR_224,832.152,0,832.152,270.374,128.194,398.568,0,433.584,106.607,540.191,"52,10%","0,00%","32,49%","15,41%","1,997939891",15,Saludable,sin_deuda
USR_225,776.734,0,776.734,392.251,63.866,456.117,0,320.617,0,320.617,"41,28%","0,00%","50,50%","8,22%","0,8173771386",5,Saludable,sin_deuda
USR_226,756.371,219.330,975.701,607.434,253.356,888.587,27.797,59.317,1.390.828,1.450.145,"6,08%","2,85%","62,26%","25,97%","2,282862455",5,En Observación,total
USR_227,2.476.069,0,2.476.069,1.197.665,664.273,1.861.938,0,614.131,1.248.372,1.862.503,"24,80%","0,00%","48,37%","26,83%","1,555111822",6,Saludable,sin_deuda
USR_228,829.905,82.060,911.965,292.543,252.593,754.173,209.037,-51.245,1.092.263,1.041.018,"-5,62%","22,92%","32,08%","27,70%","2,075477491",8,En Riesgo,parcial
USR_229,1.962.910,0,1.962.910,1.206.230,281.856,1.488.086,0,474.824,490.993,965.817,"24,19%","0,00%","61,45%","14,36%","0,8006905814",13,Saludable,sin_deuda
USR_230,1.223.479,40.924,1.264.403,481.163,69.907,551.070,0,713.333,0,713.333,"56,42%","0,00%","38,05%","5,53%","1,482518398",8,Saludable,sin_deuda
USR_231,1.527.735,0,1.527.735,616.362,592.387,1.718.411,509.662,-700.338,35.768,-664.570,"-45,84%","33,36%","40,34%","38,78%","-0,5901916833",6,En Riesgo,parcial
USR_232,1.231.264,65.688,1.296.952,474.532,178.736,1.157.166,503.898,-364.112,203.826,-160.286,"-28,07%","38,85%","36,59%","13,78%","-0,1638195885",13,En Riesgo,parcial
USR_233,1.173.275,0,1.173.275,506.956,336.271,1.349.028,505.801,-681.554,188.222,-493.332,"-58,09%","43,11%","43,21%","28,66%","-0,4871178377",5,En Riesgo,parcial
USR_234,1.222.274,0,1.222.274,736.665,363.407,1.100.072,0,122.202,504.814,627.016,"10,00%","0,00%","60,27%","29,73%","0,8511548669",7,En Observación,sin_deuda
USR_235,531.449,0,531.449,269.846,140.038,552.850,142.966,-164.367,219.995,55.628,"-30,93%","26,90%","50,78%","26,35%","0,1347538347",6,En Riesgo,total
USR_236,1.510.004,6.451,1.516.455,579.214,241.901,1.458.108,636.993,-578.646,80.382,-498.264,"-38,16%","42,01%","38,20%","15,95%","-0,4096868378",6,En Riesgo,total
USR_237,812.981,2.705,815.686,531.119,118.180,1.052.840,403.541,-640.695,453.749,-186.946,"-78,55%","49,47%","65,11%","14,49%","-0,2000149787",7,En Riesgo,parcial
USR_238,34.659,0,34.659,145.206,8.983,169.604,15.415,-150.360,0,-150.360,"-433,83%","44,48%","418,96%","25,92%","-0,9361166971",8,En Riesgo,total
USR_239,1.204.553,0,1.204.553,780.829,425.368,1.429.923,223.726,-449.096,240.733,-208.363,"-37,28%","18,57%","64,82%","35,31%","-0,2074182101",6,En Riesgo,total
USR_240,498.447,0,498.447,197.145,190.086,435.871,48.640,13.936,70.937,84.873,"2,80%","9,76%","39,55%","38,14%","0,3453139939",9,En Observación,total
USR_241,1.984.529,170.750,2.155.279,1.035.602,187.654,1.223.256,0,932.023,109.506,1.041.529,"43,24%","0,00%","48,05%","8,71%","1,005723241",7,Saludable,sin_deuda
USR_242,2.525.703,36.934,2.562.637,1.778.459,267.001,2.995.739,950.279,-1.383.381,135.565,-1.247.816,"-53,98%","37,08%","69,40%","10,42%","-0,4572868484",6,En Riesgo,total
USR_243,2.026.090,0,2.026.090,1.233.494,771.247,2.004.741,0,21.349,178.264,199.613,"1,05%","0,00%","60,88%","38,07%","0,1618272971",6,En Observación,sin_deuda
USR_244,767.260,0,767.260,238.516,236.153,660.032,185.363,-78.135,514.723,436.588,"-10,18%","24,16%","31,09%","30,78%","1,029982613",6,En Riesgo,total
USR_245,0,0,486.900,277.732,0,277.732,0,209.168,459.329,668.497,"42,96%","0,00%","57,04%","0,00%","2,406985871",5,Saludable,sin_deuda
USR_246,1.978.024,0,1.978.024,960.474,239.185,1.557.092,357.433,63.499,595.495,658.994,"3,21%","18,07%","48,56%","12,09%","0,5000307305",7,En Observación,total
USR_247,808.656,0,808.656,536.695,206.737,1.091.071,347.639,-630.054,225.102,-404.952,"-77,91%","42,99%","66,37%","25,57%","-0,4579174837",4,En Riesgo,total
USR_248,2.477.285,434.334,2.911.619,1.500.883,860.089,2.360.972,0,550.647,0,550.647,"18,91%","0,00%","51,55%","29,54%","0,3668820288",12,Saludable,sin_deuda
USR_249,2.542.436,0,2.542.436,1.268.993,732.321,2.001.314,0,541.122,0,541.122,"21,28%","0,00%","49,91%","28,80%","0,4264184278",6,Saludable,sin_deuda
USR_250,1.951.605,142.559,2.094.164,716.601,403.866,1.120.467,0,973.697,316.535,1.290.232,"46,50%","0,00%","34,22%","19,29%","1,800488696",10,Saludable,sin_deuda
USR_251,821.158,0,821.158,462.075,45.482,820.602,313.045,-312.489,0,-312.489,"-38,05%","38,12%","56,27%","5,54%","-0,4031491898",4,En Riesgo,total
USR_252,822.303,0,822.303,517.098,208.885,777.789,51.806,-7.292,0,-7.292,"-0,89%","6,30%","62,88%","25,40%","-0,01281762828",8,En Riesgo,total
USR_253,1.977.139,39.531,2.016.670,911.874,279.481,1.191.355,0,825.315,58.190,883.505,"40,92%","0,00%","45,22%","13,86%","0,9688893422",2,Saludable,sin_deuda
USR_254,827.149,429.001,1.256.150,766.559,260.763,1.624.901,597.579,-966.330,1.075.722,109.392,"-76,93%","47,57%","61,02%","20,76%","0,08019130029",6,En Riesgo,total
USR_255,506.138,157.322,663.460,454.995,255.534,710.529,0,-47.069,209.982,162.913,"-7,09%","0,00%","68,58%","38,52%","0,3580544841",9,En Riesgo,sin_deuda
USR_256,1.226.125,0,1.226.125,467.775,232.550,1.048.377,348.052,-170.304,575.801,405.497,"-13,89%","28,39%","38,15%","18,97%","0,497037975",6,En Riesgo,parcial
USR_257,1.963.918,0,1.963.918,1.000.286,675.451,2.244.600,568.863,-849.545,12.838,-836.707,"-43,26%","28,97%","50,93%","34,39%","-0,5332234224",10,En Riesgo,total
USR_258,1.235.655,39.335,1.274.990,528.936,147.885,676.821,0,598.169,585.667,1.183.836,"46,92%","0,00%","41,49%","11,60%","2,238146014",6,Saludable,sin_deuda
USR_259,1.177.446,0,1.177.446,726.651,335.997,1.442.224,379.576,-644.354,0,-644.354,"-54,72%","32,24%","61,71%","28,54%","-0,582479003",8,En Riesgo,total
USR_260,463.046,0,463.046,245.895,181.492,427.387,0,35.659,28.677,64.336,"7,70%","0,00%","53,10%","39,20%","0,261640131",3,En Observación,sin_deuda
USR_261,1.174.818,0,1.174.818,650.653,100.638,751.291,0,423.527,470.564,894.091,"36,05%","0,00%","55,38%","8,57%","1,374144129",5,Saludable,sin_deuda
USR_262,2.454.324,0,2.454.324,1.519.633,129.863,1.649.496,0,804.828,137.748,942.576,"32,79%","0,00%","61,92%","5,29%","0,620265551",11,Saludable,sin_deuda
USR_263,526.323,64.646,590.969,270.893,119.230,390.123,0,200.846,244.538,445.384,"33,99%","0,00%","45,84%","20,18%","1,644132554",9,Saludable,sin_deuda
USR_264,1.159.111,0,1.159.111,772.010,95.533,949.390,81.847,127.874,42.007,169.881,"11,03%","7,06%","66,60%","8,24%","0,1989572024",7,En Observación,parcial
USR_265,1.988.110,0,1.988.110,1.020.321,620.160,2.207.965,567.484,-787.339,0,-787.339,"-39,60%","28,54%","51,32%","31,19%","-0,495866306",8,En Riesgo,total
USR_266,1.466.389,0,1.466.389,532.566,542.699,1.211.104,135.839,119.446,176.895,296.341,"8,15%","9,26%","36,32%","37,01%","0,4433554507",4,En Observación,total
USR_267,1.191.427,0,1.191.427,689.073,240.558,929.631,0,261.796,47.023,308.819,"21,97%","0,00%","57,84%","20,19%","0,4481658692",12,Saludable,sin_deuda
USR_268,1.529.579,0,1.529.579,944.216,214.981,1.159.197,0,370.382,1.208.584,1.578.966,"24,21%","0,00%","61,73%","14,05%","1,672250841",11,Saludable,sin_deuda
USR_269,778.746,0,778.746,332.295,157.339,560.826,71.192,146.728,0,146.728,"18,84%","9,14%","42,67%","20,20%","0,3636498822",6,Saludable,parcial
USR_270,837.886,0,837.886,538.653,254.053,1.138.632,345.926,-646.672,330.689,-315.983,"-77,18%","41,29%","64,29%","30,32%","-0,3572128662",9,En Riesgo,total
USR_271,1.450.117,212.971,1.663.088,1.101.725,88.425,1.190.150,0,472.938,65.765,538.703,"28,44%","0,00%","66,25%","5,32%","0,4889632168",14,Saludable,sin_deuda
USR_272,1.534.471,0,1.534.471,630.302,393.299,1.734.923,711.322,-911.774,0,-911.774,"-59,42%","46,36%","41,08%","25,63%","-0,6796047179",8,En Riesgo,parcial
USR_273,1.963.234,0,1.963.234,1.361.323,519.574,2.832.993,952.096,-1.821.855,1.302.248,-519.607,"-92,80%","48,50%","69,34%","26,47%","-0,2246056594",8,En Riesgo,parcial
USR_274,2.003.441,253.787,2.257.228,804.216,616.654,2.065.603,644.733,-453.108,88.186,-364.922,"-20,07%","28,56%","35,63%","27,32%","-0,2518528948",6,En Riesgo,total
USR_275,1.150.846,38.126,1.188.972,452.768,160.164,697.944,85.012,406.016,1.688.238,2.094.254,"34,15%","7,15%","38,08%","13,47%","3,894257875",8,Saludable,total
USR_276,1.160.954,0,1.160.954,433.837,348.192,782.029,0,378.925,115.206,494.131,"32,64%","0,00%","37,37%","29,99%","1,138978464",6,Saludable,sin_deuda
USR_277,1.529.239,0,1.529.239,1.005.621,125.378,1.130.999,0,398.240,676.558,1.074.798,"26,04%","0,00%","65,76%","8,20%","1,06879033",11,Saludable,sin_deuda
USR_278,1.196.514,0,1.196.514,672.102,143.276,1.035.172,219.794,-58.452,395.575,337.123,"-4,89%","18,37%","56,17%","11,97%","0,3779846529",5,En Riesgo,total
USR_279,1.538.236,130.156,1.668.392,602.025,595.807,1.197.832,0,470.560,1.079.150,1.549.710,"28,20%","0,00%","36,08%","35,71%","2,574162203",12,Saludable,sin_deuda
USR_280,1.547.579,14.392,1.561.971,743.700,481.951,1.660.492,434.841,-533.362,0,-533.362,"-34,15%","27,84%","47,61%","30,86%","-0,4525612601",9,En Riesgo,total
USR_281,1.956.469,314.899,2.271.368,1.240.438,124.496,2.324.724,959.790,-1.013.146,382.385,-630.761,"-44,61%","42,26%","54,61%","5,48%","-0,286679835",11,En Riesgo,total
USR_282,780.105,0,780.105,260.076,106.821,366.897,0,413.208,0,413.208,"52,97%","0,00%","33,34%","13,69%","1,588797121",6,Saludable,sin_deuda
USR_283,792.101,20.806,812.907,530.801,101.648,703.628,71.179,38.100,0,38.100,"4,69%","8,76%","65,30%","12,50%","0,06329113924",9,En Observación,total
USR_284,514.323,0,514.323,319.622,74.465,394.087,0,120.236,1.241.389,1.361.625,"23,38%","0,00%","62,14%","14,48%","4,26011038",9,Saludable,sin_deuda
USR_285,1.241.922,0,1.241.922,623.548,169.704,930.177,136.925,174.820,198.628,373.448,"14,08%","11,03%","50,21%","13,66%","0,4910733188",9,En Observación,total
USR_286,8.067,0,8.067,186.763,580,188.223,880,-181.036,232.673,51.637,"-2244,16%","10,91%","2315,15%","7,19%","0,275187457",9,En Riesgo,total
USR_287,1.199.376,248.728,1.448.104,676.416,305.013,1.614.302,632.873,-799.071,713.191,-85.880,"-55,18%","43,70%","46,71%","21,06%","-0,0655928523",7,En Riesgo,total
USR_288,1.195.587,0,1.195.587,829.312,366.396,1.344.958,149.250,-298.621,206.867,-91.754,"-24,98%","12,48%","69,36%","30,65%","-0,0937641151",5,En Riesgo,total
USR_289,786.976,120.062,907.038,514.443,237.967,871.798,119.388,-84.148,0,-84.148,"-9,28%","13,16%","56,72%","26,24%","-0,132760941",2,En Riesgo,total
USR_290,1.217.584,0,1.217.584,674.381,347.626,1.022.405,398,194.781,669.568,864.349,"16,00%","0,03%","55,39%","28,55%","1,280936425",9,Saludable,parcial
USR_291,28.477,0,28.477,237.404,2.233,252.034,12.397,-235.954,454.942,218.988,"-828,58%","43,53%","833,67%","7,84%","0,8766498133",6,En Riesgo,total
USR_292,0,486.900,486.900,198.763,0,198.763,0,288.137,1.063.876,1.352.013,"59,18%","0,00%","40,82%","0,00%","6,802136212",7,Saludable,sin_deuda
USR_293,1.451.828,0,1.451.828,683.805,498.662,1.182.467,0,269.361,25.439,294.800,"18,55%","0,00%","47,10%","34,35%","0,4311170582",4,Saludable,sin_deuda
USR_294,751.917,192.788,944.705,344.717,313.436,658.153,0,286.552,148.572,435.124,"30,33%","0,00%","36,49%","33,18%","1,262264408",9,Saludable,sin_deuda
USR_295,470.618,0,470.618,143.559,159.090,302.649,0,167.969,312.778,480.747,"35,69%","0,00%","30,50%","33,80%","3,348776461",8,Saludable,sin_deuda
USR_296,1.182.254,12.678,1.194.932,626.028,449.831,1.349.692,273.833,-428.593,0,-428.593,"-35,87%","22,92%","52,39%","37,64%","-0,4762880045",10,En Riesgo,total
USR_297,1.497.362,37.304,1.534.666,784.153,369.070,1.422.725,269.502,-157.561,681.104,523.543,"-10,27%","17,56%","51,10%","24,05%","0,4968827557",9,En Riesgo,parcial
USR_298,770.128,172.451,942.579,553.993,113.203,711.392,44.196,186.991,1.257.939,1.444.930,"19,84%","4,69%","58,77%","12,01%","2,415507473",9,Saludable,total
USR_299,1.209.383,0,1.209.383,793.480,321.544,1.115.024,0,94.359,275.624,369.983,"7,80%","0,00%","65,61%","26,59%","0,4662789232",2,En Observación,sin_deuda
USR_300,515.545,0,515.545,171.039,159.823,568.203,237.341,-289.999,0,-289.999,"-56,25%","46,04%","33,18%","31,00%","-0,710120476",6,En Riesgo,total
USR_301,532.180,0,532.180,315.369,164.056,479.425,0,52.755,1.629.208,1.681.963,"9,91%","0,00%","59,26%","30,83%","5,333317479",7,En Observación,sin_deuda
USR_302,1.237.958,98.258,1.336.216,501.034,310.680,1.006.441,194.727,135.048,0,135.048,"10,11%","14,57%","37,50%","23,25%","0,1941011353",7,En Observación,total
USR_303,1.159.865,134.623,1.294.488,832.706,95.741,1.062.777,134.330,97.381,335.740,433.121,"7,52%","10,38%","64,33%","7,40%","0,4478850839",9,En Observación,total
USR_304,1.152.219,0,1.152.219,723.162,207.272,930.434,0,221.785,216.662,438.447,"19,25%","0,00%","62,76%","17,99%","0,6062915363",6,Saludable,sin_deuda
USR_305,1.489.809,64.113,1.553.922,802.317,578.476,1.380.793,0,173.129,0,173.129,"11,14%","0,00%","51,63%","37,23%","0,215786279",6,En Observación,sin_deuda
USR_306,2.455.287,0,2.455.287,1.434.126,625.011,2.059.137,0,396.150,420.772,816.922,"16,13%","0,00%","58,41%","25,46%","0,5696305624",10,Saludable,sin_deuda
USR_307,1.184.387,125.114,1.309.501,557.507,312.206,1.175.023,305.310,-170.832,0,-170.832,"-13,05%","23,31%","42,57%","23,84%","-0,1979933172",10,En Riesgo,total
USR_308,758.512,0,758.512,370.508,109.301,768.262,288.453,-298.203,835.143,536.940,"-39,31%","38,03%","48,85%","14,41%","0,8148281917",12,En Riesgo,total
USR_309,1.451.342,316.337,1.767.679,1.111.260,316.339,1.564.145,136.546,66.988,209.160,276.148,"3,79%","7,72%","62,87%","17,90%","0,2213068378",8,En Observación,total
USR_310,813.076,0,813.076,393.290,295.448,688.738,0,124.338,0,124.338,"15,29%","0,00%","48,37%","36,34%","0,3161483892",5,Saludable,sin_deuda
