id_cliente,nombre_tienda,subcategoria,monto,metodo_pago,esencial,categoria_principal
USR_007,Swiss Medical,cobertura_medica,68262.6,tarjeta_credito,TRUE,Salud
USR_366,Spotify,suscripciones_digitales,83521.76,tarjeta_credito,FALSE,Entretenimiento
USR_046,Carniceria Los Hermanos,carniceria_y_granja,18897.4,tarjeta_credito,TRUE,Alimentacion
USR_116,Laboratorio,atencion_medica,96809.35,saldo_billetera,TRUE,Salud
USR_148,Envio de dinero,transferencias,8954.12,transferencia,FALSE,Finanzas
USR_053,AySA,servicios_basicos,40945.2,saldo_billetera,TRUE,Hogar
USR_268,AFIP,impuestos,22956.7,transferencia,TRUE,Finanzas
USR_154,Zara,indumentaria,104356.36,saldo_billetera,FALSE,Entretenimiento
USR_361,Jumbo,supermercado,25529.62,tarjeta_debito,TRUE,Alimentacion
USR_376,Galeno,cobertura_medica,85246.48,transferencia,TRUE,Salud
USR_498,MercadoPago Transferencia,transferencias,44214.94,efectivo,FALSE,Finanzas
USR_348,Barberia,cuidado_personal,68993.54,tarjeta_debito,FALSE,Entretenimiento
USR_326,Envio de dinero,transferencias,22164.31,tarjeta_credito,FALSE,Finanzas
USR_410,Carniceria Los Hermanos,carniceria_y_granja,70989.37,efectivo,TRUE,Alimentacion
USR_372,Administracion Lopez,alquiler_y_expensas,78173.16,tarjeta_credito,TRUE,Hogar
USR_401,Zara,indumentaria,31743.59,tarjeta_credito,FALSE,Entretenimiento
USR_374,Lubricentro,mantenimiento_vehicular,71803.73,efectivo,TRUE,Transporte
USR_167,Granja San Jose,carniceria_y_granja,60036.85,saldo_billetera,TRUE,Alimentacion
USR_110,Rappi,delivery,31614.33,efectivo,FALSE,Alimentacion
USR_206,Administracion Lopez,alquiler_y_expensas,74477,saldo_billetera,TRUE,Hogar
USR_486,Amex,pago_tarjetas,53101.16,tarjeta_credito,TRUE,Finanzas
USR_309,Adidas,indumentaria,57540.54,efectivo,FALSE,Entretenimiento
USR_392,Puma,combustible,42172.59,tarjeta_debito,TRUE,Transporte
USR_164,Telepase,peajes,33898.12,transferencia,TRUE,Transporte
USR_192,Barberia,cuidado_personal,80353.5,transferencia,FALSE,Entretenimiento
USR_122,Amazon Prime,suscripciones_digitales,68230.91,efectivo,FALSE,Entretenimiento
USR_206,Swiss Medical,cobertura_medica,73057.56,transferencia,TRUE,Salud
USR_349,AFIP,impuestos,16570.51,tarjeta_debito,TRUE,Finanzas
USR_296,Amazon Prime,suscripciones_digitales,76884.2,tarjeta_credito,FALSE,Entretenimiento
USR_191,Amazon Prime,suscripciones_digitales,24884.1,transferencia,FALSE,Entretenimiento
USR_200,Ferreteria El Clavo,mantenimiento_y_muebles,93542.77,transferencia,FALSE,Hogar
USR_089,AGIP,impuestos,30787.39,tarjeta_debito,TRUE,Finanzas
USR_466,Barberia,cuidado_personal,81327.6,tarjeta_debito,FALSE,Entretenimiento
USR_278,Centro Medico,atencion_medica,98869.71,tarjeta_credito,TRUE,Salud
USR_167,Puma,combustible,92026.28,transferencia,TRUE,Transporte
USR_349,Telepase,peajes,19761.62,tarjeta_debito,TRUE,Transporte
USR_275,PedidosYa,delivery,117992.13,transferencia,FALSE,Alimentacion
USR_358,Cabify,taxi_y_apps,71089.16,tarjeta_credito,FALSE,Transporte
USR_422,Montagne,hobbies_y_deportes,8457.27,saldo_billetera,FALSE,Entretenimiento
USR_363,Transferencia a Juan,transferencias,86049.83,saldo_billetera,FALSE,Finanzas
USR_463,OSDE,cobertura_medica,70187.86,transferencia,TRUE,Salud
USR_288,Carniceria Los Hermanos,carniceria_y_granja,30322.02,tarjeta_credito,TRUE,Alimentacion
USR_302,Sodimac,mantenimiento_y_muebles,83078.01,transferencia,FALSE,Hogar
USR_348,PedidosYa,delivery,47500.9,tarjeta_debito,FALSE,Alimentacion
USR_012,Sodimac,mantenimiento_y_muebles,76117.33,efectivo,FALSE,Hogar
USR_439,AGIP,impuestos,23043.16,transferencia,TRUE,Finanzas
USR_281,Inmobiliaria Sur,alquiler_y_expensas,32919.55,tarjeta_debito,TRUE,Hogar
USR_119,Montagne,hobbies_y_deportes,55846.5,efectivo,FALSE,Entretenimiento
USR_054,Transferencia a Juan,transferencias,18999.77,efectivo,FALSE,Finanzas
USR_364,Lubricentro,mantenimiento_vehicular,100310.86,tarjeta_credito,TRUE,Transporte
USR_479,Taller Mecanico,mantenimiento_vehicular,70731.34,tarjeta_credito,TRUE,Transporte
USR_407,Nike,indumentaria,11433.87,efectivo,FALSE,Entretenimiento
USR_469,AGIP,impuestos,75849.97,tarjeta_credito,TRUE,Finanzas
USR_498,Lubricentro,mantenimiento_vehicular,4133.73,saldo_billetera,TRUE,Transporte
USR_114,Amex,pago_tarjetas,53487.26,tarjeta_debito,TRUE,Finanzas
USR_386,Neumaticos,mantenimiento_vehicular,63765.13,saldo_billetera,TRUE,Transporte
USR_153,Puma,combustible,69646.11,efectivo,TRUE,Transporte
USR_162,Administracion Lopez,alquiler_y_expensas,42781.49,transferencia,TRUE,Hogar
USR_467,Rappi,delivery,19953.67,tarjeta_debito,FALSE,Alimentacion
USR_059,Laboratorio,atencion_medica,80692.87,tarjeta_credito,TRUE,Salud
USR_007,Easy,mantenimiento_y_muebles,14165.44,saldo_billetera,FALSE,Hogar
USR_016,Sodimac,mantenimiento_y_muebles,59872.94,tarjeta_credito,FALSE,Hogar
USR_238,Lubricentro,mantenimiento_vehicular,79274.96,efectivo,TRUE,Transporte
USR_427,Laboratorio,atencion_medica,59655.17,efectivo,TRUE,Salud
USR_420,Vantage,farmacia,99521.11,transferencia,TRUE,Salud
USR_368,MercadoPago Transferencia,transferencias,41002.39,saldo_billetera,FALSE,Finanzas
USR_035,Personal Flow,servicios_basicos,57490.45,transferencia,TRUE,Hogar
USR_208,Envio de dinero,transferencias,101132.56,efectivo,FALSE,Finanzas
USR_422,Taxi Premium,taxi_y_apps,16967.25,efectivo,FALSE,Transporte
USR_135,Laboratorio,atencion_medica,58111.16,transferencia,TRUE,Salud
USR_235,Rappi,delivery,108177.52,saldo_billetera,FALSE,Alimentacion
USR_276,Edenor,servicios_basicos,3808.17,transferencia,TRUE,Hogar
USR_418,Granja San Jose,carniceria_y_granja,24406.56,tarjeta_debito,TRUE,Alimentacion
USR_179,Steam Games,hobbies_y_deportes,52350.38,tarjeta_credito,FALSE,Entretenimiento
USR_291,Transferencia a Juan,transferencias,19461.92,efectivo,FALSE,Finanzas
USR_323,Carniceria Los Hermanos,carniceria_y_granja,69508.9,tarjeta_debito,TRUE,Alimentacion
USR_441,MercadoPago Transferencia,transferencias,16771.28,tarjeta_credito,FALSE,Finanzas
USR_155,Canchas de Futbol,hobbies_y_deportes,40180,efectivo,FALSE,Entretenimiento
USR_153,AFIP,impuestos,108614.44,efectivo,TRUE,Finanzas
USR_132,Galeno,cobertura_medica,70415.8,tarjeta_credito,TRUE,Salud
USR_347,AGIP,impuestos,101954.28,transferencia,TRUE,Finanzas
USR_456,Zara,indumentaria,27641.45,efectivo,FALSE,Entretenimiento
USR_493,Farmacia Dr Ahorro,farmacia,107009.91,saldo_billetera,TRUE,Salud
USR_129,Cabify,taxi_y_apps,38216.78,saldo_billetera,FALSE,Transporte
USR_480,Levis,indumentaria,50664.4,transferencia,FALSE,Entretenimiento
USR_097,Uber,taxi_y_apps,61970.08,saldo_billetera,FALSE,Transporte
USR_060,Visa Pago Tarjeta,pago_tarjetas,31259.16,saldo_billetera,TRUE,Finanzas
USR_358,Rappi,delivery,38235.47,tarjeta_debito,FALSE,Alimentacion
USR_337,Farmacity,farmacia,83312.78,efectivo,TRUE,Salud
USR_462,Farmacity,farmacia,44427.25,transferencia,TRUE,Salud
USR_030,Envio de dinero,transferencias,93726.62,saldo_billetera,FALSE,Finanzas
USR_017,Mastercard,pago_tarjetas,7115.89,tarjeta_credito,TRUE,Finanzas
USR_035,Centro de Estetica,cuidado_personal,60646.42,transferencia,FALSE,Entretenimiento
USR_315,Centro de Estetica,cuidado_personal,21897.28,transferencia,FALSE,Entretenimiento
USR_286,Inmobiliaria Sur,alquiler_y_expensas,3485.4,efectivo,TRUE,Hogar
USR_011,Sodimac,mantenimiento_y_muebles,104680.2,transferencia,FALSE,Hogar
USR_459,AFIP,impuestos,72125.16,tarjeta_credito,TRUE,Finanzas
USR_322,Didi,taxi_y_apps,105512.07,tarjeta_credito,FALSE,Transporte
USR_104,PedidosYa,delivery,23691.15,transferencia,FALSE,Alimentacion
USR_017,Centro de Estetica,cuidado_personal,108333.51,tarjeta_credito,FALSE,Entretenimiento
USR_468,Didi,taxi_y_apps,39553.65,transferencia,FALSE,Transporte
USR_312,Polleria,carniceria_y_granja,24478.85,efectivo,TRUE,Alimentacion
USR_483,YPF,combustible,65613.62,saldo_billetera,TRUE,Transporte
USR_227,Netflix,suscripciones_digitales,11572.42,tarjeta_debito,FALSE,Entretenimiento
USR_183,Nike,indumentaria,3548.66,tarjeta_credito,FALSE,Entretenimiento
USR_011,Chino El Sol,supermercado,24141.59,tarjeta_debito,TRUE,Alimentacion
USR_124,Envio de dinero,transferencias,15417.87,efectivo,FALSE,Finanzas
USR_020,Spotify,suscripciones_digitales,115537.66,tarjeta_debito,FALSE,Entretenimiento
USR_139,Edenor,servicios_basicos,85389.08,tarjeta_debito,TRUE,Hogar
USR_405,Peluqueria Estilos,cuidado_personal,12678.08,tarjeta_debito,FALSE,Entretenimiento
USR_401,Hospital Italiano,atencion_medica,23351.5,transferencia,TRUE,Salud
USR_294,Carniceria Los Hermanos,carniceria_y_granja,38488.79,tarjeta_credito,TRUE,Alimentacion
USR_122,Farmacia Dr Ahorro,farmacia,6428.56,transferencia,TRUE,Salud
USR_434,Autopistas del Sol,peajes,95334.97,tarjeta_credito,TRUE,Transporte
USR_364,Ferreteria El Clavo,mantenimiento_y_muebles,21089.07,saldo_billetera,FALSE,Hogar
USR_246,Neumaticos,mantenimiento_vehicular,32807.55,saldo_billetera,TRUE,Transporte
USR_111,Coto,supermercado,107916.28,efectivo,TRUE,Alimentacion
USR_373,Barberia,cuidado_personal,91438.63,saldo_billetera,FALSE,Entretenimiento
USR_486,Nike,indumentaria,27140.29,tarjeta_debito,FALSE,Entretenimiento
USR_018,Trenes Argentinos,transporte_publico,24559.42,tarjeta_credito,TRUE,Transporte
USR_367,Dia%,supermercado,91643.94,saldo_billetera,TRUE,Alimentacion
USR_280,Amex,pago_tarjetas,119688.16,efectivo,TRUE,Finanzas
USR_070,Shell,combustible,29537.7,tarjeta_credito,TRUE,Transporte
USR_455,Montagne,hobbies_y_deportes,18100.12,transferencia,FALSE,Entretenimiento
USR_107,Amex,pago_tarjetas,84964.74,efectivo,TRUE,Finanzas
USR_483,Steam Games,hobbies_y_deportes,9634.54,tarjeta_credito,FALSE,Entretenimiento
USR_426,Metrogas,servicios_basicos,9879.41,saldo_billetera,TRUE,Hogar
USR_177,MercadoPago Transferencia,transferencias,101246.68,efectivo,FALSE,Finanzas
USR_424,AFIP,impuestos,89788.07,tarjeta_debito,TRUE,Finanzas
USR_329,Consorcio Edificio,alquiler_y_expensas,98832.94,saldo_billetera,TRUE,Hogar
USR_321,Centro de Estetica,cuidado_personal,55660.26,transferencia,FALSE,Entretenimiento
USR_064,Peluqueria Estilos,cuidado_personal,106398.98,transferencia,FALSE,Entretenimiento
USR_391,Taxi Premium,taxi_y_apps,93088.97,tarjeta_credito,FALSE,Transporte
USR_429,AGIP,impuestos,91485.27,tarjeta_credito,TRUE,Finanzas
USR_491,Vivero Las Plantas,mantenimiento_y_muebles,72027.04,efectivo,FALSE,Hogar
USR_013,Nike,indumentaria,84882.42,transferencia,FALSE,Entretenimiento
USR_075,Sodimac,mantenimiento_y_muebles,84172.21,saldo_billetera,FALSE,Hogar
USR_352,Laboratorio,atencion_medica,42327.79,efectivo,TRUE,Salud
USR_469,Shell,combustible,108257.55,saldo_billetera,TRUE,Transporte
USR_189,Carrefour,supermercado,2493.97,tarjeta_credito,TRUE,Alimentacion
USR_410,Inmobiliaria Sur,alquiler_y_expensas,12017.51,tarjeta_debito,TRUE,Hogar
USR_295,Spotify,suscripciones_digitales,59504.89,tarjeta_credito,FALSE,Entretenimiento
USR_484,AySA,servicios_basicos,65274.85,tarjeta_credito,TRUE,Hogar
USR_142,Vivero Las Plantas,mantenimiento_y_muebles,101451.93,efectivo,FALSE,Hogar
USR_219,Uber,taxi_y_apps,21601.24,saldo_billetera,FALSE,Transporte
USR_130,Administracion Lopez,alquiler_y_expensas,33463.24,tarjeta_credito,TRUE,Hogar
USR_061,Pizzeria La Continental,restaurante,15860.44,tarjeta_debito,FALSE,Alimentacion
USR_201,Carga SUBE,transporte_publico,5654.28,tarjeta_debito,TRUE,Transporte
USR_465,Hospital Italiano,atencion_medica,18562.77,saldo_billetera,TRUE,Salud
USR_380,Didi,taxi_y_apps,112477.8,tarjeta_credito,FALSE,Transporte
USR_408,Steam Games,hobbies_y_deportes,108991.14,transferencia,FALSE,Entretenimiento
USR_298,Mastercard,pago_tarjetas,52105.8,tarjeta_credito,TRUE,Finanzas
USR_316,Sodimac,mantenimiento_y_muebles,13890.33,tarjeta_debito,FALSE,Hogar
USR_441,Steam Games,hobbies_y_deportes,65254.23,transferencia,FALSE,Entretenimiento
USR_211,Easy,mantenimiento_y_muebles,15355.75,tarjeta_credito,FALSE,Hogar
USR_191,Ferreteria El Clavo,mantenimiento_y_muebles,24859.92,saldo_billetera,FALSE,Hogar
USR_150,Envio de dinero,transferencias,1230.85,tarjeta_credito,FALSE,Finanzas
USR_383,OSDE,cobertura_medica,79659.46,transferencia,TRUE,Salud
USR_396,AUSA Peajes,peajes,81064.92,saldo_billetera,TRUE,Transporte
USR_031,Zara,indumentaria,77549.53,efectivo,FALSE,Entretenimiento
USR_035,Telepase,peajes,6716.58,saldo_billetera,TRUE,Transporte
USR_168,Sodimac,mantenimiento_y_muebles,83256.89,transferencia,FALSE,Hogar
USR_224,YPF,combustible,101443.91,transferencia,TRUE,Transporte
USR_077,Galeno,cobertura_medica,8543.44,tarjeta_credito,TRUE,Salud
USR_341,Farmacia Dr Ahorro,farmacia,29690.2,tarjeta_credito,TRUE,Salud
USR_339,Taller Mecanico,mantenimiento_vehicular,73288.49,saldo_billetera,TRUE,Transporte
USR_478,Autopistas del Sol,peajes,60513.77,saldo_billetera,TRUE,Transporte
USR_249,Telepase,peajes,58047.79,saldo_billetera,TRUE,Transporte
USR_337,Dia%,supermercado,57581.35,tarjeta_credito,TRUE,Alimentacion
USR_192,Swiss Medical,cobertura_medica,48196.01,efectivo,TRUE,Salud
USR_233,Galeno,cobertura_medica,110044.54,efectivo,TRUE,Salud
USR_342,Jumbo,supermercado,44748.72,efectivo,TRUE,Alimentacion
USR_270,Vivero Las Plantas,mantenimiento_y_muebles,43812.55,efectivo,FALSE,Hogar
USR_101,Envio de dinero,transferencias,41609.18,saldo_billetera,FALSE,Finanzas
USR_123,Autopistas del Sol,peajes,50540.4,tarjeta_credito,TRUE,Transporte
USR_004,Ferreteria El Clavo,mantenimiento_y_muebles,105335.43,tarjeta_credito,FALSE,Hogar
USR_095,Steam Games,hobbies_y_deportes,3249.46,tarjeta_debito,FALSE,Entretenimiento
USR_430,Rappi,delivery,114895.11,tarjeta_credito,FALSE,Alimentacion
USR_133,Didi,taxi_y_apps,83143.84,efectivo,FALSE,Transporte
USR_131,Ferreteria El Clavo,mantenimiento_y_muebles,108216.75,tarjeta_debito,FALSE,Hogar
USR_275,Amex,pago_tarjetas,61688.34,tarjeta_credito,TRUE,Finanzas
USR_437,Steam Games,hobbies_y_deportes,109741.97,tarjeta_debito,FALSE,Entretenimiento
USR_057,HBO Max,suscripciones_digitales,47425.26,saldo_billetera,FALSE,Entretenimiento
USR_311,Consorcio Edificio,alquiler_y_expensas,70169.84,saldo_billetera,TRUE,Hogar
USR_263,Carniceria Los Hermanos,carniceria_y_granja,50877.31,saldo_billetera,TRUE,Alimentacion
USR_273,Amex,pago_tarjetas,32141.24,transferencia,TRUE,Finanzas
USR_431,Consorcio Edificio,alquiler_y_expensas,111245.43,transferencia,TRUE,Hogar
USR_172,Netflix,suscripciones_digitales,58948.33,tarjeta_credito,FALSE,Entretenimiento
USR_371,Levis,indumentaria,89579.36,tarjeta_debito,FALSE,Entretenimiento
USR_148,Transferencia a Juan,transferencias,49815.72,tarjeta_credito,FALSE,Finanzas
USR_013,Canchas de Futbol,hobbies_y_deportes,69252.59,tarjeta_debito,FALSE,Entretenimiento
USR_079,Visa Pago Tarjeta,pago_tarjetas,8992.82,efectivo,TRUE,Finanzas
USR_193,AySA,servicios_basicos,88911.62,tarjeta_debito,TRUE,Hogar
USR_195,Antares,restaurante,17949.23,efectivo,FALSE,Alimentacion
USR_252,Lubricentro,mantenimiento_vehicular,39888.61,tarjeta_debito,TRUE,Transporte
USR_217,Hospital Italiano,atencion_medica,87478.37,saldo_billetera,TRUE,Salud
USR_083,Laboratorio,atencion_medica,26990.88,tarjeta_debito,TRUE,Salud
USR_263,Transferencia a Juan,transferencias,7040.48,tarjeta_debito,FALSE,Finanzas
USR_209,Adidas,indumentaria,62871.58,saldo_billetera,FALSE,Entretenimiento
USR_192,AFIP,impuestos,77851.35,efectivo,TRUE,Finanzas
USR_455,Metrovias,transporte_publico,87026.75,efectivo,TRUE,Transporte
USR_340,Axion,combustible,2151.02,tarjeta_credito,TRUE,Transporte
USR_484,AFIP,impuestos,34301.28,transferencia,TRUE,Finanzas
USR_034,Neumaticos,mantenimiento_vehicular,56655.91,saldo_billetera,TRUE,Transporte
USR_322,Telepase,peajes,62613.86,saldo_billetera,TRUE,Transporte
USR_385,Farmacity,farmacia,110721.07,efectivo,TRUE,Salud
USR_302,Carniceria Los Hermanos,carniceria_y_granja,108007.26,tarjeta_debito,TRUE,Alimentacion
USR_080,Metrogas,servicios_basicos,97534.46,efectivo,TRUE,Hogar
USR_349,Mastercard,pago_tarjetas,110415.96,efectivo,TRUE,Finanzas
USR_025,Trenes Argentinos,transporte_publico,72402.31,transferencia,TRUE,Transporte
USR_158,OSDE,cobertura_medica,90376.66,efectivo,TRUE,Salud
USR_482,Adidas,indumentaria,78069.48,tarjeta_debito,FALSE,Entretenimiento
USR_465,Mastercard,pago_tarjetas,36690.76,efectivo,TRUE,Finanzas
USR_217,Ferreteria El Clavo,mantenimiento_y_muebles,39796.84,tarjeta_credito,FALSE,Hogar
USR_182,Administracion Lopez,alquiler_y_expensas,23288.88,transferencia,TRUE,Hogar
USR_094,Transferencia a Juan,transferencias,56501.08,saldo_billetera,FALSE,Finanzas
USR_097,MercadoPago Transferencia,transferencias,58924.53,tarjeta_credito,FALSE,Finanzas
USR_457,Axion,combustible,93750.81,tarjeta_credito,TRUE,Transporte
USR_356,Envio de dinero,transferencias,105312.44,efectivo,FALSE,Finanzas
USR_364,Canchas de Futbol,hobbies_y_deportes,25139.27,transferencia,FALSE,Entretenimiento
USR_067,Dia%,supermercado,105946.04,tarjeta_debito,TRUE,Alimentacion
USR_422,Easy,mantenimiento_y_muebles,101777.99,efectivo,FALSE,Hogar
USR_018,Farmacia Dr Ahorro,farmacia,76619.36,saldo_billetera,TRUE,Salud
USR_401,Envio de dinero,transferencias,57999.25,tarjeta_debito,FALSE,Finanzas
USR_159,AFIP,impuestos,57356.36,saldo_billetera,TRUE,Finanzas
USR_266,Barberia,cuidado_personal,89721.86,efectivo,FALSE,Entretenimiento
USR_455,AFIP,impuestos,63167.38,transferencia,TRUE,Finanzas
USR_142,AGIP,impuestos,69211.7,tarjeta_credito,TRUE,Finanzas
USR_404,Uber,taxi_y_apps,106880.77,efectivo,FALSE,Transporte
USR_155,Transferencia a Juan,transferencias,117759.24,transferencia,FALSE,Finanzas
USR_439,Neumaticos,mantenimiento_vehicular,13739.87,saldo_billetera,TRUE,Transporte
USR_160,Metrogas,servicios_basicos,112244.1,transferencia,TRUE,Hogar
USR_203,Swiss Medical,cobertura_medica,7215.86,efectivo,TRUE,Salud
USR_474,Metrovias,transporte_publico,66339.77,tarjeta_debito,TRUE,Transporte
USR_113,OSDE,cobertura_medica,15868.68,transferencia,TRUE,Salud
USR_083,Telepase,peajes,114969.29,tarjeta_debito,TRUE,Transporte
USR_454,Taxi Premium,taxi_y_apps,83065.02,saldo_billetera,FALSE,Transporte
USR_307,Trenes Argentinos,transporte_publico,34498.78,tarjeta_credito,TRUE,Transporte
USR_297,Metrovias,transporte_publico,24677.86,saldo_billetera,TRUE,Transporte
USR_275,Rappi,delivery,33558.74,tarjeta_credito,FALSE,Alimentacion
USR_035,Inmobiliaria Sur,alquiler_y_expensas,116423.17,tarjeta_credito,TRUE,Hogar
USR_141,PedidosYa,delivery,13293.91,tarjeta_credito,FALSE,Alimentacion
USR_409,Canchas de Futbol,hobbies_y_deportes,90346.66,saldo_billetera,FALSE,Entretenimiento
USR_009,Hospital Italiano,atencion_medica,62786.96,tarjeta_debito,TRUE,Salud
USR_069,Taxi Premium,taxi_y_apps,3628.51,transferencia,FALSE,Transporte
USR_440,Swiss Medical,cobertura_medica,5764.56,tarjeta_credito,TRUE,Salud
USR_272,Amazon Prime,suscripciones_digitales,1077.34,tarjeta_debito,FALSE,Entretenimiento
USR_455,Edenor,servicios_basicos,80870.53,transferencia,TRUE,Hogar
USR_078,Amex,pago_tarjetas,48125.13,efectivo,TRUE,Finanzas
USR_456,OSDE,cobertura_medica,86359.74,efectivo,TRUE,Salud
USR_289,ARBA,impuestos,75329.62,tarjeta_debito,TRUE,Finanzas
USR_326,Movistar,servicios_basicos,39941.36,tarjeta_debito,TRUE,Hogar
USR_481,Pizzeria La Continental,restaurante,64319.54,tarjeta_debito,FALSE,Alimentacion
USR_399,Carrefour,supermercado,38335.11,efectivo,TRUE,Alimentacion
USR_123,Movistar,servicios_basicos,6737.54,efectivo,TRUE,Hogar
USR_071,Chino El Sol,supermercado,83385.87,saldo_billetera,TRUE,Alimentacion
USR_070,Carniceria Los Hermanos,carniceria_y_granja,51157.29,efectivo,TRUE,Alimentacion
USR_061,PedidosYa,delivery,109378.74,saldo_billetera,FALSE,Alimentacion
USR_180,Vantage,farmacia,6390.11,saldo_billetera,TRUE,Salud
USR_217,Peluqueria Estilos,cuidado_personal,119381.73,efectivo,FALSE,Entretenimiento
USR_002,Transferencia a Juan,transferencias,27181.51,saldo_billetera,FALSE,Finanzas
USR_428,PedidosYa,delivery,74513.19,saldo_billetera,FALSE,Alimentacion
USR_253,OSDE,cobertura_medica,83839.93,transferencia,TRUE,Salud
USR_244,Granja San Jose,carniceria_y_granja,56410.45,transferencia,TRUE,Alimentacion
USR_239,Envio de dinero,transferencias,92703.96,tarjeta_debito,FALSE,Finanzas
USR_256,Uber,taxi_y_apps,46245.24,saldo_billetera,FALSE,Transporte
USR_020,Farmacity,farmacia,29414.86,tarjeta_credito,TRUE,Salud
USR_061,Nike,indumentaria,31241.75,transferencia,FALSE,Entretenimiento
USR_261,Mastercard,pago_tarjetas,73969.32,saldo_billetera,TRUE,Finanzas
USR_107,Shell,combustible,73423.18,tarjeta_debito,TRUE,Transporte
USR_459,Swiss Medical,cobertura_medica,21293.77,efectivo,TRUE,Salud
USR_191,Galeno,cobertura_medica,44844.75,transferencia,TRUE,Salud
USR_298,Shell,combustible,44858.29,saldo_billetera,TRUE,Transporte
USR_464,Amex,pago_tarjetas,36393.25,saldo_billetera,TRUE,Finanzas
USR_311,Rappi,delivery,104261.02,efectivo,FALSE,Alimentacion
USR_068,Hospital Italiano,atencion_medica,101770.38,tarjeta_debito,TRUE,Salud
USR_041,Lubricentro,mantenimiento_vehicular,19714,efectivo,TRUE,Transporte
USR_437,Rappi,delivery,18474.42,saldo_billetera,FALSE,Alimentacion
USR_334,Vivero Las Plantas,mantenimiento_y_muebles,67332.19,tarjeta_credito,FALSE,Hogar
USR_476,Burger King,restaurante,106551.97,saldo_billetera,FALSE,Alimentacion
USR_446,Farmacia Dr Ahorro,farmacia,25073.74,transferencia,TRUE,Salud
USR_498,Granja San Jose,carniceria_y_granja,84871.53,saldo_billetera,TRUE,Alimentacion
USR_054,MercadoPago Transferencia,transferencias,13441.32,transferencia,FALSE,Finanzas
USR_390,Laboratorio,atencion_medica,55257.79,saldo_billetera,TRUE,Salud
USR_058,Metrovias,transporte_publico,96218.58,transferencia,TRUE,Transporte
USR_316,Taller Mecanico,mantenimiento_vehicular,37243.63,tarjeta_credito,TRUE,Transporte
USR_102,Easy,mantenimiento_y_muebles,69919.26,transferencia,FALSE,Hogar
USR_361,Galeno,cobertura_medica,81017.21,efectivo,TRUE,Salud
USR_360,Envio de dinero,transferencias,115043.26,tarjeta_debito,FALSE,Finanzas
USR_329,Steam Games,hobbies_y_deportes,73416.41,transferencia,FALSE,Entretenimiento
USR_226,Granja San Jose,carniceria_y_granja,70854.28,efectivo,TRUE,Alimentacion
USR_059,Pizzeria La Continental,restaurante,47397.2,saldo_billetera,FALSE,Alimentacion
USR_333,Galeno,cobertura_medica,113610.01,tarjeta_credito,TRUE,Salud
USR_179,Uber,taxi_y_apps,15886.01,saldo_billetera,FALSE,Transporte
USR_224,Transferencia a Juan,transferencias,44233.22,tarjeta_credito,FALSE,Finanzas
USR_356,Personal Flow,servicios_basicos,17317.85,efectivo,TRUE,Hogar
USR_378,Consorcio Edificio,alquiler_y_expensas,86004.51,tarjeta_debito,TRUE,Hogar
USR_110,Amex,pago_tarjetas,22094.47,efectivo,TRUE,Finanzas
USR_182,Administracion Lopez,alquiler_y_expensas,119854.88,tarjeta_debito,TRUE,Hogar
USR_279,Consorcio Edificio,alquiler_y_expensas,90446.55,saldo_billetera,TRUE,Hogar
USR_411,Administracion Lopez,alquiler_y_expensas,74581.6,tarjeta_debito,TRUE,Hogar
USR_288,Farmacity,farmacia,60286.05,tarjeta_debito,TRUE,Salud
USR_393,Peluqueria Estilos,cuidado_personal,72991.61,saldo_billetera,FALSE,Entretenimiento
USR_090,Autopistas del Sol,peajes,107584.89,tarjeta_credito,TRUE,Transporte
USR_410,Steam Games,hobbies_y_deportes,35330.92,tarjeta_credito,FALSE,Entretenimiento
USR_195,AFIP,impuestos,23665.36,tarjeta_debito,TRUE,Finanzas
USR_427,Envio de dinero,transferencias,75787.58,tarjeta_debito,FALSE,Finanzas
USR_090,PedidosYa,delivery,58290.87,tarjeta_debito,FALSE,Alimentacion
USR_160,Vantage,farmacia,71691.07,saldo_billetera,TRUE,Salud
USR_431,Canchas de Futbol,hobbies_y_deportes,52266.43,saldo_billetera,FALSE,Entretenimiento
USR_389,Levis,indumentaria,93767.45,saldo_billetera,FALSE,Entretenimiento
USR_482,Sodimac,mantenimiento_y_muebles,89661.13,tarjeta_debito,FALSE,Hogar
USR_191,MercadoPago Transferencia,transferencias,73715.73,tarjeta_debito,FALSE,Finanzas
USR_224,YPF,combustible,110897.78,efectivo,TRUE,Transporte
USR_429,Peluqueria Estilos,cuidado_personal,69703.03,tarjeta_debito,FALSE,Entretenimiento
USR_257,Pizzeria La Continental,restaurante,49390.33,transferencia,FALSE,Alimentacion
USR_276,Peluqueria Estilos,cuidado_personal,72092.58,tarjeta_debito,FALSE,Entretenimiento
USR_099,Lubricentro,mantenimiento_vehicular,70054.13,efectivo,TRUE,Transporte
USR_144,Polleria,carniceria_y_granja,99635.55,transferencia,TRUE,Alimentacion
USR_389,AGIP,impuestos,111000.07,transferencia,TRUE,Finanzas
USR_382,Metrogas,servicios_basicos,63777.16,transferencia,TRUE,Hogar
USR_275,Taxi Premium,taxi_y_apps,72928.56,efectivo,FALSE,Transporte
USR_098,Centro Medico,atencion_medica,61481.62,tarjeta_credito,TRUE,Salud
USR_138,Inmobiliaria Sur,alquiler_y_expensas,41055.78,tarjeta_credito,TRUE,Hogar
USR_491,Didi,taxi_y_apps,105313.84,saldo_billetera,FALSE,Transporte
