id_cliente,ingreso_mensual_fijo,ingreso_mensual_variable,ingreso_mensual,gastos_esenciales_mensuales,gastos_no_esenciales_mensuales,gastos_totales_del_mes,cuotas_mensuales_deuda,ahorro_mensual,ahorro_total,ratio_ahorro_neto,ratio_endeudamiento_dti,gastos_esenciales_ratio,gastos_estilo_vida_ratio,meses_supervivencia,frecuencia_transacciones_ocio,perfil_financiero
183,1893471.53,0.0,1893471.53,828652.3,753203.17,1581855.47,575299.94,-263683.88,0.0,-1.393,3.038,4.376,3.978,0.0,30,En Observación
184,2311770.85,0.0,2311770.85,1322936.64,482357.52,1805294.16,82991.75,423484.94,5712297.85,1.832,359,5.723,2.087,4.32,23,Saludable
185,1428196.39,0.0,1428196.39,298728.61,632016.01,930744.62,100578.68,396873.09,4768293.19,2.779,704,2.092,4.425,15.96,14,Saludable
186,1930755.23,331986.94,2262742.17,1132319.49,764817.66,1897137.15,406001.04,-40396.02,0.0,-179,1.794,5.004,338,0.0,21,Saludable
187,866118.87,0.0,866118.87,632184.46,265619.41,897803.87,63737.11,-95422.11,0.0,-1.102,736,7.299,3.067,0.0,34,Saludable
188,2478711.79,0.0,2478711.79,1151031.09,955859.18,2106890.27,27636.55,344184.97,1478106.24,1.389,111,4.644,3.856,1.28,4,Saludable
189,1855773.04,303439.75,2159212.79,807373.74,641575.74,1448949.48,215949.8,494313.51,93720.74,2.289,0.1,3.739,2.971,0.12,0,Saludable
190,336797.52,0.0,336797.52,158780.79,55462.27,214243.06,137293.25,-14738.79,0.0,-438,4.076,4.714,1.647,0.0,33,En Riesgo
191,627574.47,315873.59,943448.06,602984.67,148055.2,751039.87,194310.43,-1902.24,0.0,-2,206,6.391,1.569,0.0,5,En Observación
192,1738218.58,0.0,1738218.58,1052928.53,151920.66,1204849.19,98886.57,434482.82,2010165.27,0.25,569,6.058,874,1.91,27,Saludable
193,1718795.93,586397.53,2305193.46,1692712.43,940326.41,2633038.84,425227.45,-753072.83,0.0,-3.267,1.845,7.343,4.079,0.0,4,Saludable
194,1805743.24,325818.42,2131561.66,1161414.5,259500.16,1420914.66,271910.83,438736.17,13465500.32,2.058,1.276,5.449,1.217,11.59,4,Saludable
195,958409.16,0.0,958409.16,469637.31,373565.82,843203.13,221473.37,-106267.34,0.0,-1.109,2.311,0.49,3.898,0.0,5,En Observación
196,1401744.27,0.0,1401744.27,255422.84,315161.6,570584.44,690010.6,141149.23,2008134.69,1.007,4.923,1.822,2.248,7.86,1,En Riesgo
197,1695070.48,0.0,1695070.48,712489.17,239437.78,951926.95,349716.85,393426.68,5355925.73,2.321,2.063,4.203,1.413,7.52,18,En Observación
198,2055721.38,0.0,2055721.38,409546.58,229600.2,639146.78,219451.49,1197123.11,1399059.96,5.823,1.068,1.992,1.117,3.42,19,Saludable
199,1278418.9,0.0,1278418.9,270179.58,108561.92,378741.5,82645.85,817031.55,2105608.04,6.391,646,2.113,849,7.79,38,Saludable
200,1615696.36,231142.75,1846839.11,600422.93,378823.31,979246.24,971994.92,-104402.05,0.0,-565,5.263,3.251,2.051,0.0,24,En Riesgo
201,672903.84,161044.08,833947.92,198113.41,97474.3,295587.71,34520.67,503839.54,16249800.23,6.042,414,2.376,1.169,82.02,31,Saludable
202,1606374.08,64183.42,1670557.5,555952.84,717553.54,1273506.38,83248.19,313802.93,3909781.36,1.878,498,3.328,4.295,07.03,38,Saludable
203,599473.84,568367.35,1167841.19,315913.76,205158.53,521072.29,344873.76,301895.14,4366711.95,2.585,2.953,2.705,1.757,13.82,15,En Observación
204,1016949.72,471519.92,1488469.64,549259.17,629364.95,1178624.12,445930.23,-136084.71,0.0,-914,2.996,369,4.228,0.0,13,En Observación
205,1264600.9,415701.17,1680302.07,1077711.03,618792.63,1696503.66,103122.22,-119323.81,0.0,-71,614,6.414,3.683,0.0,24,Saludable
206,462723.3,0.0,462723.3,202460.33,97320.91,299781.24,35163.22,127778.84,2268163.93,2.761,76,4.375,2.103,11.2,34,Saludable
207,1606403.88,0.0,1606403.88,346375.46,239823.87,586199.33,281041.6,739162.95,15140007.68,4.601,175,2.156,1.493,43.71,21,Saludable
208,2424576.91,0.0,2424576.91,379030.87,372161.28,751192.15,552366.3,1121018.46,11729941.66,4.624,2.278,1.563,1.535,30.95,37,En Observación
209,1818962.07,598621.64,2417583.71,1062921.26,406572.03,1469493.29,393771.73,554318.69,4231529.18,2.293,1.629,4.397,1.682,3.98,13,Saludable
210,1446452.63,58573.82,1505026.45,877725.96,347629.32,1225355.28,15164.87,264506.3,1301605.71,1.757,101,5.832,231,1.48,10,Saludable
211,2345829.38,0.0,2345829.38,1078134.6,635166.42,1713301.02,501902.88,130625.48,1385217.11,557,214,4.596,2.708,1.28,27,En Observación
212,1170281.23,0.0,1170281.23,795625.55,268965.74,1064591.29,75404.64,30285.3,779877.79,259,644,6.799,2.298,0.98,36,Saludable
213,523854.51,0.0,523854.51,137342.03,94500.19,231842.22,35953.48,256058.81,4932695.98,4.888,686,2.622,1.804,35.92,39,Saludable
214,1163596.81,211190.95,1374787.76,583894.84,163614.87,747509.71,371319.19,255958.86,3603602.94,1.862,2.701,4.247,119,6.17,15,En Observación
215,971836.01,416061.93,1387897.94,633568.36,301584.17,935152.53,288067.23,164678.18,3620660.66,1.187,2.076,4.565,2.173,5.71,11,En Observación
216,1520807.67,0.0,1520807.67,356139.58,267406.66,623546.24,102882.86,794378.57,4036130.95,5.223,677,2.342,1.758,11.33,35,Saludable
217,1411963.64,0.0,1411963.64,791854.63,305340.21,1097194.84,177884.5,136884.3,2111006.81,969,126,5.608,2.163,2.67,17,Saludable
218,794655.52,468444.12,1263099.64,618148.68,453476.84,1071625.52,93844.52,97629.6,2274959.61,773,743,4.894,359,3.68,34,Saludable
219,2109744.04,431388.14,2541132.18,1214183.36,1133116.99,2347300.35,39038.06,154793.77,3924624.13,609,154,4.778,4.459,3.23,22,Saludable
220,2196839.18,519174.28,2716013.46,598695.24,1017841.16,1616536.4,1282728.06,-183251.0,0.0,-675,4.723,2.204,3.748,0.0,39,En Riesgo
221,606316.93,124165.63,730482.56,135588.3,139029.96,274618.26,168606.54,287257.76,1617542.44,3.932,2.308,1.856,1.903,11.93,32,En Observación
222,2468074.26,0.0,2468074.26,511224.8,1073880.82,1585105.62,1352804.7,-469836.06,0.0,-1.904,5.481,2.071,4.351,0.0,15,En Riesgo
223,621735.58,148532.84,770268.42,505398.83,159507.42,664906.25,16426.55,88935.62,245439.36,1.155,213,6.561,2.071,0.49,5,Saludable
224,1186271.7,0.0,1186271.7,672405.1,475608.29,1148013.39,528470.86,-490212.55,0.0,-4.132,4.455,5.668,4.009,0.0,29,En Riesgo
225,1696649.2,0.0,1696649.2,1119896.62,624826.99,1744723.61,101217.65,-149292.06,0.0,-88,597,6.601,3.683,0.0,35,Saludable
226,1571454.01,0.0,1571454.01,693329.82,294641.1,987970.92,247129.04,336354.05,2291724.92,214,1.573,4.412,1.875,3.31,10,Saludable
227,1270829.09,574819.06,1845648.15,500892.16,600641.74,1101533.9,627048.56,117065.69,1026782.34,634,3.397,2.714,3.254,02.05,16,En Observación
228,481325.17,0.0,481325.17,259601.15,34036.87,293638.02,45167.86,142519.29,180458.65,2.961,938,5.393,707,0.7,13,Saludable
229,1348974.76,135714.52,1484689.28,828441.23,79749.76,908190.99,154911.84,421586.45,729686.92,284,1.043,558,537,0.88,24,Saludable
230,496528.38,0.0,496528.38,105224.75,97828.34,203053.09,249923.58,43551.71,914791.32,877,5.033,2.119,197,8.69,4,En Riesgo
231,1467118.21,390012.13,1857130.34,768962.74,629516.69,1398479.43,320737.77,137913.14,1613992.7,743,1.727,4.141,339,2.1,6,Saludable
232,608028.91,438005.49,1046034.4,377536.18,231963.88,609500.06,124124.01,312410.33,6414991.96,2.987,1.187,3.609,2.218,16.99,18,Saludable
233,2013733.24,0.0,2013733.24,1326517.09,631027.77,1957544.86,458451.28,-402262.9,0.0,-1.998,2.277,6.587,3.134,0.0,15,En Observación
234,1388752.98,299749.52,1688502.5,854986.51,441230.36,1296216.87,247626.56,144659.07,3638050.15,857,1.467,5.064,2.613,4.26,23,Saludable
235,1501983.69,282608.78,1784592.47,1324916.71,141333.9,1466250.61,631631.05,-313289.19,0.0,-1.756,3.539,7.424,792,0.0,18,En Observación
236,1682855.53,0.0,1682855.53,671895.55,556561.14,1228456.69,20807.11,433591.73,3677289.81,2.577,124,3.993,3.307,5.47,13,Saludable
237,2443489.45,196050.18,2639539.63,1324685.42,937801.12,2262486.54,257291.58,119761.51,2116040.44,454,975,5.019,3.553,1.6,15,Saludable
238,489668.16,0.0,489668.16,206651.28,143733.75,350385.03,22717.42,116565.71,2766676.33,2.381,464,422,2.935,13.39,10,Saludable
239,1392108.45,310333.71,1702442.16,1095528.55,261663.29,1357191.84,446833.96,-101583.64,0.0,-597,2.625,6.435,1.537,0.0,21,En Observación
240,2075637.26,38323.19,2113960.45,1220587.97,593305.56,1813893.53,24438.45,275628.47,3548918.38,1.304,116,5.774,2.807,2.91,16,Saludable
241,2001323.7,0.0,2001323.7,1109678.47,192394.13,1302072.6,222381.07,476870.03,495397.99,2.383,1.111,5.545,961,0.45,9,Saludable
242,693714.05,0.0,693714.05,118776.43,257538.7,376315.13,74298.94,243099.98,4712466.12,3.504,1.071,1.712,3.712,39.68,4,Saludable
243,1557379.12,403995.43,1961374.55,356192.07,273168.53,629360.6,785003.31,547010.64,16989001.36,2.789,4.002,1.816,1.393,47.7,19,En Riesgo
244,1020062.03,0.0,1020062.03,157886.74,132881.91,290768.65,86267.68,643025.7,10190911.9,6.304,846,1.548,1.303,64.55,12,Saludable
245,1911419.34,0.0,1911419.34,1199576.43,210689.16,1410265.59,293568.28,207585.47,1599436.58,1.086,1.536,6.276,1.102,1.33,21,Saludable
246,303216.49,0.0,303216.49,199942.04,103362.26,303304.3,4727.86,-4815.67,0.0,-159,156,6.594,3.409,0.0,17,Saludable
247,504658.6,0.0,504658.6,347393.09,130153.31,477546.4,53053.26,-25941.06,0.0,-514,1.051,6.884,2.579,0.0,25,Saludable
248,464627.07,0.0,464627.07,190956.95,202432.12,393389.07,87883.58,-16645.58,0.0,-358,1.891,411,4.357,0.0,20,Saludable
249,1296067.28,566132.81,1862200.09,431410.51,666776.85,1098187.36,30439.38,733573.35,1984705.27,3.939,163,2.317,3.581,4.6,13,Saludable
250,1294217.57,0.0,1294217.57,856111.09,111520.6,967631.69,253190.69,73395.19,608423.44,567,1.956,6.615,862,0.71,9,Saludable
251,500668.39,213445.65,714114.04,327118.36,229140.16,556258.52,27868.31,129987.21,2059531.36,182,39,4.581,3.209,6.3,15,Saludable
252,508395.61,476285.85,984681.46,219457.88,73523.87,292981.75,115349.52,576350.19,16287345.76,5.853,1.171,2.229,747,74.22,5,Saludable
253,1581112.36,487648.25,2068760.61,337373.71,156788.91,494162.62,687237.9,887360.09,15853726.49,4.289,3.322,1.631,758,46.99,2,En Observación
254,2373017.45,554479.04,2927496.49,1199962.74,994682.33,2194645.07,217861.24,514990.18,9219426.08,1.759,744,4.099,3.398,7.68,28,Saludable
255,2243532.36,371505.93,2615038.29,777897.71,439436.43,1217334.14,161606.31,1236097.84,2928349.83,4.727,618,2.975,168,3.76,33,Saludable
256,848125.06,0.0,848125.06,403872.07,49031.8,452903.87,217972.89,177248.3,1776154.68,209,257,4.762,578,4.4,20,En Observación
257,1154438.8,191326.54,1345765.34,378714.67,549483.95,928198.62,157159.48,260407.24,8624111.3,1.935,1.168,2.814,4.083,22.77,10,Saludable
258,520295.54,0.0,520295.54,161248.02,195898.59,357146.61,71586.9,91562.03,2839531.01,176,1.376,3.099,3.765,17.61,22,Saludable
259,2357453.27,0.0,2357453.27,599328.79,340935.96,940264.75,614625.23,802563.29,12530249.01,3.404,2.607,2.542,1.446,20.91,36,En Observación
260,1539934.27,0.0,1539934.27,404910.62,685582.56,1090493.18,203647.0,245794.09,406801.32,1.596,1.322,2.629,4.452,1.0,14,Saludable
261,343841.58,0.0,343841.58,120014.6,101658.11,221672.71,69151.31,53017.56,585953.67,1.542,2.011,349,2.957,4.88,9,En Observación
262,1590540.19,0.0,1590540.19,977577.65,618071.76,1595649.41,625714.84,-630824.06,0.0,-3.966,3.934,6.146,3.886,0.0,19,En Riesgo
263,1009727.05,0.0,1009727.05,595144.45,226933.48,822077.93,225249.91,-37600.79,0.0,-372,2.231,5.894,2.247,0.0,39,En Observación
264,2031381.94,353370.09,2384752.03,608614.9,411916.53,1020531.43,1149945.88,214274.72,4774665.26,899,4.822,2.552,1.727,7.85,36,En Riesgo
265,371242.03,0.0,371242.03,260843.16,162237.47,423080.63,12300.84,-64139.44,0.0,-1.728,331,7.026,437,0.0,20,Saludable
266,669352.32,0.0,669352.32,136036.23,223286.78,359323.01,64167.73,245861.58,797371.03,3.673,959,2.032,3.336,5.86,16,Saludable
267,2031444.01,0.0,2031444.01,363401.92,457660.07,821061.99,819697.39,390684.63,3150758.5,1.923,4.035,1.789,2.253,8.67,30,En Riesgo
268,2035205.99,0.0,2035205.99,1231189.98,285403.23,1516593.21,137769.43,380843.35,1411485.24,1.871,677,6.049,1.402,1.15,21,Saludable
269,674231.45,439191.05,1113422.5,532469.54,455667.79,988137.33,15549.73,109735.44,140582.96,986,14,4.782,4.092,0.26,10,Saludable
270,1636098.78,0.0,1636098.78,297988.31,298486.31,596474.62,717475.3,322148.86,5603412.19,1.969,4.385,1.821,1.824,18.8,19,En Riesgo
271,822606.23,343061.88,1165668.11,762245.18,129897.36,892142.54,249617.21,23908.36,247819.72,205,2.141,6.539,1.114,0.33,1,En Observación
272,755296.56,0.0,755296.56,556075.47,180839.34,736914.81,315514.65,-297132.9,0.0,-3.934,4.177,7.362,2.394,0.0,24,En Riesgo
273,706738.69,0.0,706738.69,262653.07,161355.59,424008.66,27912.22,254817.81,552446.47,3.606,395,3.716,2.283,2.1,6,Saludable
274,488556.09,324869.4,813425.49,595771.8,232550.68,828322.48,67547.09,-82444.08,0.0,-1.014,83,7.324,2.859,0.0,30,Saludable
275,1559971.44,179311.27,1739282.71,672898.25,681061.24,1353959.49,409919.35,-24596.13,0.0,-141,2.357,3.869,3.916,0.0,28,En Observación
276,680333.74,0.0,680333.74,498888.0,254025.93,752913.93,12877.29,-85457.48,0.0,-1.256,189,7.333,3.734,0.0,38,Saludable
277,867349.99,0.0,867349.99,605847.75,66616.63,672464.38,50492.67,144392.94,2586667.58,1.665,582,6.985,768,4.27,39,Saludable
278,1592667.39,0.0,1592667.39,346423.16,174965.55,521388.71,135359.35,935919.33,3564824.0,5.876,85,2.175,1.099,10.29,18,Saludable
279,2208445.59,0.0,2208445.59,1494534.94,343754.83,1838289.77,216909.44,153246.38,1903954.33,694,982,6.767,1.557,1.27,25,Saludable
280,385321.57,0.0,385321.57,134437.33,55883.85,190321.18,43103.02,151897.37,2560027.3,3.942,1.119,3.489,145,19.04,17,Saludable
281,2154262.45,0.0,2154262.45,1208349.97,945718.32,2154068.29,420236.43,-420042.27,0.0,-195,1.951,5.609,439,0.0,38,Saludable
282,1720220.59,126834.3,1847054.89,1190208.3,639779.03,1829987.33,210423.87,-193356.31,0.0,-1.047,1.139,6.444,3.464,0.0,32,Saludable
283,1187447.31,0.0,1187447.31,551654.45,329479.72,881134.17,30945.59,275367.55,113270.14,2.319,261,4.646,2.775,0.21,23,Saludable
284,1850194.68,494103.78,2344298.46,1062144.96,713051.02,1775195.98,362392.16,206710.32,1431758.21,882,1.546,4.531,3.042,1.35,37,Saludable
285,1512934.19,502592.26,2015526.45,615130.52,770632.67,1385763.19,629676.18,87.08,1204.95,0.0,3.124,3.052,3.823,0.0,14,En Observación
286,1724235.76,0.0,1724235.76,537013.48,368646.57,905660.05,5186.25,813389.46,23558406.92,4.717,3,3.115,2.138,43.87,38,Saludable
287,2061902.58,365006.33,2426908.91,1737188.63,813247.94,2550436.57,1271386.58,-1394914.24,0.0,-5.748,5.239,7.158,3.351,0.0,19,En Riesgo
288,1789831.54,0.0,1789831.54,694976.42,162740.15,857716.57,137328.51,794786.46,15709305.33,4.441,767,3.883,909,22.6,19,Saludable
289,1805708.9,0.0,1805708.9,635194.57,289984.75,925179.32,837902.92,42626.66,469389.9,236,464,3.518,1.606,0.74,33,En Riesgo
290,1984043.65,0.0,1984043.65,1256411.3,735972.06,1992383.36,494184.7,-502524.41,0.0,-2.533,2.491,6.333,3.709,0.0,16,En Observación
291,2295205.44,0.0,2295205.44,1358851.72,650023.94,2008875.66,625219.02,-338889.24,0.0,-1.477,2.724,592,2.832,0.0,30,En Observación
292,2294358.31,0.0,2294358.31,1042530.98,890595.78,1933126.76,289308.96,71922.59,176498.72,313,1.261,4.544,3.882,0.17,35,Saludable
293,1978420.08,407827.42,2386247.5,838478.4,204548.97,1043027.37,624317.49,718902.64,4583179.64,3.013,2.616,3.514,857,5.47,18,En Observación
294,1320273.38,32206.17,1352479.55,717677.11,381568.62,1099245.73,125913.42,127320.4,2423787.78,941,931,5.306,2.821,3.38,26,Saludable
295,418936.34,0.0,418936.34,97368.83,54511.43,151880.26,25713.8,241342.28,2595185.57,5.761,614,2.324,1.301,26.65,5,Saludable
296,1372677.86,0.0,1372677.86,351535.33,417018.97,768554.3,970.52,603153.04,12294003.87,4.394,7,2.561,3.038,34.97,5,Saludable
297,584693.11,0.0,584693.11,238347.71,129573.95,367921.66,88113.47,128657.98,4852809.29,0.22,1.507,4.076,2.216,20.36,33,Saludable
298,719268.76,0.0,719268.76,378344.11,107551.72,485895.83,74824.6,158548.33,1513059.66,2.204,104,526,1.495,4.0,2,Saludable
299,956044.96,436699.15,1392744.11,707266.03,257844.37,965110.4,537158.02,-109524.31,0.0,-786,3.857,5.078,1.851,0.0,25,En Riesgo
300,342074.41,590927.71,933002.12,258174.88,54828.16,313003.04,157186.88,462812.2,5477832.12,496,1.685,2.767,588,21.22,34,Saludable
301,1670896.51,0.0,1670896.51,298716.57,155803.38,454519.95,209560.5,1006816.06,2362908.82,6.026,1.254,1.788,932,7.91,9,Saludable
302,752088.81,0.0,752088.81,117012.03,164217.53,281229.56,171511.13,299348.12,5004375.13,398,228,1.556,2.183,42.77,32,En Observación
303,1881285.69,68407.53,1949693.22,416762.96,252404.68,669167.64,58417.5,1222108.08,17511060.81,6.268,0.03,2.138,1.295,42.02,2,Saludable
304,1505905.28,0.0,1505905.28,847707.74,364829.01,1212536.75,52971.41,240397.12,3700299.34,1.596,352,5.629,2.423,4.37,5,Saludable
305,2014957.69,434145.75,2449103.44,1696904.5,753674.15,2450578.65,167794.65,-169269.86,0.0,-691,685,6.929,3.077,0.0,18,Saludable
306,1092472.26,0.0,1092472.26,443103.61,105271.09,548374.7,139494.38,404603.18,5616503.66,3.704,1.277,4.056,964,12.68,28,Saludable
307,2401196.14,439840.77,2841036.91,1061335.51,531527.01,1592862.52,596724.39,651450.0,11818006.49,2.293,0.21,3.736,1.871,11.14,26,En Observación
308,1727462.26,0.0,1727462.26,376299.9,567415.99,943715.89,15196.42,768549.95,16704970.99,4.449,88,2.178,3.285,44.39,28,Saludable
309,698773.23,215159.35,913932.58,152891.54,295918.26,448809.8,304032.31,161090.47,438920.88,1.763,3.327,1.673,3.238,2.87,2,En Observación
310,439339.3,0.0,439339.3,69159.09,174563.96,243723.05,34585.97,161030.28,6016183.43,3.665,787,1.574,3.973,86.99,33,Saludable
311,1450826.99,0.0,1450826.99,300531.97,456553.93,757085.9,54096.33,639644.76,15504963.64,4.409,373,2.071,3.147,51.59,39,Saludable
312,420045.45,0.0,420045.45,102556.79,163623.76,266180.55,53673.69,100191.21,1019296.45,2.385,1.278,2.442,3.895,9.94,3,Saludable
313,1415244.53,0.0,1415244.53,533805.55,533322.62,1067128.17,16734.69,331381.67,3475436.0,2.342,118,3.772,3.768,6.51,31,Saludable
314,1939525.72,242063.8,2181589.52,374140.77,588242.74,962383.51,586340.35,632865.66,16347325.21,2.901,2.688,1.715,2.696,43.69,29,En Observación
315,2390781.29,32565.13,2423346.42,687626.65,561692.91,1249319.56,588785.2,585241.66,6072880.48,2.415,243,2.838,2.318,8.83,14,En Observación
316,304833.29,380196.71,685030.0,431533.02,184325.29,615858.31,38418.92,30752.77,880978.3,449,561,6.299,2.691,02.04,26,Saludable
317,535315.31,0.0,535315.31,140534.21,225949.37,366483.58,116996.86,51834.87,135342.87,968,2.186,2.625,4.221,0.96,40,En Observación
318,2142425.72,0.0,2142425.72,1313922.07,493190.34,1807112.41,211604.18,123709.13,811851.06,577,988,6.133,2.302,0.62,27,Saludable
319,2145395.44,0.0,2145395.44,976154.37,897772.74,1873927.11,57025.4,214442.93,2513699.67,0.1,266,455,4.185,2.58,20,Saludable
320,1409042.26,587700.46,1996742.72,1396813.67,708743.55,2105557.22,81945.09,-190759.59,0.0,-955,41,6.995,3.549,0.0,32,Saludable
321,957608.9,0.0,957608.9,638174.06,320559.33,958733.39,234506.44,-235630.93,0.0,-2.461,2.449,6.664,3.347,0.0,8,En Observación
322,2458938.09,0.0,2458938.09,1782719.96,618564.01,2401283.97,256090.52,-198436.4,0.0,-807,1.041,725,2.516,0.0,26,Saludable
323,1783335.67,0.0,1783335.67,838777.1,715101.36,1553878.46,112988.5,116468.71,78083.29,653,634,4.703,401,0.09,17,Saludable
324,1950407.04,171969.33,2122376.37,637427.31,818712.47,1456139.78,219855.33,446381.26,5130856.59,2.103,1.036,3.003,3.858,08.05,35,Saludable
325,2202651.27,0.0,2202651.27,1072167.67,319468.55,1391636.22,594326.55,216688.5,4689072.66,984,2.698,4.868,145,4.37,20,En Observación
326,2424833.07,446201.98,2871035.05,780497.58,1141351.23,1921848.81,621463.04,327723.2,5281977.67,1.141,2.165,2.719,3.975,6.77,37,En Observación
327,1502553.3,0.0,1502553.3,925104.11,654686.41,1579790.52,66302.66,-143539.88,0.0,-955,441,6.157,4.357,0.0,24,Saludable
328,389395.31,158543.76,547939.07,135098.38,212822.65,347921.03,463.98,199554.06,5585090.05,3.642,8,2.466,3.884,41.34,40,Saludable
329,1654339.09,0.0,1654339.09,735073.42,461677.73,1196751.15,88859.25,368728.69,881976.14,2.229,537,4.443,2.791,1.2,32,Saludable
330,650615.08,0.0,650615.08,255073.8,123461.49,378535.29,86212.69,185867.1,5445939.81,2.857,1.325,3.921,1.898,21.35,30,Saludable
331,2492588.38,0.0,2492588.38,1841224.98,133407.02,1974632.0,540518.01,-22561.63,0.0,-91,2.169,7.387,535,0.0,20,En Observación
332,1139019.74,0.0,1139019.74,248334.11,173855.67,422189.78,175074.01,541755.95,7601871.39,4.756,1.537,218,1.526,30.61,31,Saludable
333,396473.65,0.0,396473.65,105266.7,101321.97,206588.67,56391.15,133493.83,12644.62,3.367,1.422,2.655,2.556,0.12,40,Saludable
334,2001880.99,0.0,2001880.99,809812.25,183313.69,993125.94,511303.29,497451.76,13266696.85,2.485,2.554,4.045,916,16.38,9,En Observación
335,352256.48,0.0,352256.48,60845.89,27933.66,88779.55,66148.91,197328.02,4315628.88,5.602,1.878,1.727,793,70.93,28,Saludable
336,1686477.98,0.0,1686477.98,270063.44,538525.29,808588.73,415233.5,462655.75,9078643.67,2.743,2.462,1.601,3.193,33.62,4,En Observación
337,1086940.31,0.0,1086940.31,352062.1,352550.68,704612.78,98895.13,283432.4,2749250.09,2.608,91,3.239,3.244,7.81,10,Saludable
338,1473629.08,234595.54,1708224.62,1073603.4,458299.22,1531902.62,801707.84,-625385.84,0.0,-3.661,4.693,6.285,2.683,0.0,23,En Riesgo
339,2406261.63,524860.16,2931121.79,688298.68,195532.95,883831.63,251806.19,1795483.97,13133129.95,6.126,859,2.348,667,19.08,22,Saludable
340,765821.27,0.0,765821.27,506112.37,81929.13,588041.5,21135.83,156643.94,3066982.53,2.045,276,6.609,107,06.06,3,Saludable
341,2173052.99,0.0,2173052.99,1622374.92,509594.14,2131969.06,179167.55,-138083.62,0.0,-635,824,7.466,2.345,0.0,21,Saludable
342,1085704.39,0.0,1085704.39,315635.66,178115.08,493750.74,11368.77,580584.88,12736689.99,5.348,105,2.907,1.641,40.35,9,Saludable
343,1544214.42,189799.9,1734014.32,705716.84,90052.14,795768.98,64030.68,874214.66,11127821.66,5.042,369,407,519,15.77,21,Saludable
344,2231348.82,0.0,2231348.82,814988.91,384213.09,1199202.0,393533.0,638613.82,8410083.6,2.862,1.764,3.652,1.722,10.32,34,Saludable
345,732150.24,0.0,732150.24,385090.04,249641.37,634731.41,203126.36,-105707.53,0.0,-1.444,2.774,526,341,0.0,13,En Observación
346,2293867.87,0.0,2293867.87,1092068.27,1031073.58,2123141.85,162441.61,8284.41,221050.11,36,708,4.761,4.495,0.2,18,Saludable
347,594538.77,0.0,594538.77,121483.54,116259.81,237743.35,321645.51,35149.91,849707.24,591,541,2.043,1.955,6.99,8,En Riesgo
348,1281684.98,569227.1,1850912.08,1009946.45,809022.98,1818969.43,204318.43,-172375.78,0.0,-931,1.104,5.456,4.371,0.0,23,Saludable
349,814841.07,0.0,814841.07,375422.65,298707.85,674130.5,47435.13,93275.44,855620.47,1.145,582,4.607,3.666,2.28,33,Saludable
350,1693847.36,445145.82,2138993.18,1063462.19,594777.13,1658239.32,955958.2,-475204.34,0.0,-2.222,4.469,4.972,2.781,0.0,14,En Riesgo
351,1436017.92,520631.65,1956649.57,865067.92,475160.68,1340228.6,177334.37,439086.6,1071256.55,2.244,906,4.421,2.428,1.24,13,Saludable
352,630528.9,361212.17,991741.07,634885.9,311846.89,946732.79,197885.78,-152877.5,0.0,-1.542,1.995,6.402,3.144,0.0,26,Saludable
353,349381.28,344091.91,693473.19,171064.22,209301.42,380365.64,4076.67,309030.88,2328243.87,4.456,59,2.467,3.018,13.61,38,Saludable
354,2432336.11,0.0,2432336.11,1646947.89,829888.09,2476835.98,710456.38,-754956.25,0.0,-3.104,2.921,6.771,3.412,0.0,14,En Observación
355,2126799.86,0.0,2126799.86,1333013.59,804315.88,2137329.47,529461.11,-539990.72,0.0,-2.539,2.489,6.268,3.782,0.0,37,En Observación
356,451454.37,79327.92,530782.29,84892.03,137517.48,222409.51,134104.89,174267.89,1237133.9,3.283,2.527,1.599,2.591,14.57,38,En Observación
357,385880.44,0.0,385880.44,174417.0,37432.94,211849.94,65425.77,108604.73,3497766.22,2.814,1.695,452,97,20.05,27,Saludable
358,1448497.31,26062.97,1474560.28,689931.88,209084.54,899016.42,395821.14,179722.72,4726728.49,1.219,2.684,4.679,1.418,6.85,36,En Observación
359,514977.2,286284.74,801261.94,231971.53,315393.77,547365.3,34045.62,219851.02,5671477.37,2.744,425,2.895,3.936,24.45,36,Saludable
360,1449589.39,0.0,1449589.39,543622.01,191588.57,735210.58,174882.92,539495.89,6084362.96,3.722,1.206,375,1.322,11.19,34,Saludable
361,1231835.4,165336.33,1397171.73,780129.59,491788.75,1271918.34,86602.61,38650.78,407987.72,277,62,5.584,352,0.52,19,Saludable
362,1570832.54,0.0,1570832.54,610861.98,165294.64,776156.62,263684.45,530991.47,7081287.03,338,1.679,3.889,1.052,11.59,32,Saludable
363,1181233.99,330345.73,1511579.72,858931.66,502926.72,1361858.38,36445.25,113276.09,671625.06,749,241,5.682,3.327,0.78,27,Saludable
364,493909.52,222501.08,716410.6,369250.43,243434.81,612685.24,100012.89,3712.47,45292.22,52,1.396,5.154,3.398,0.12,11,Saludable
365,1708640.89,0.0,1708640.89,463083.28,534383.74,997467.02,329598.5,381575.37,3603046.92,2.233,1.929,271,3.128,7.78,10,Saludable
366,1782853.64,393011.47,2175865.11,1600104.09,184376.55,1784480.64,90060.21,301324.26,681921.43,1.385,414,7.354,847,0.43,4,Saludable
367,2322190.33,0.0,2322190.33,1360067.92,635457.04,1995524.96,203052.0,123613.37,3039762.26,532,874,5.857,2.736,2.24,25,Saludable
